transaction_time,customer_id,num_items,total_value,num_unique
2000-11-11,01568257  ,1,129,1
2000-11-11,01583854  ,2,124,1
2000-11-11,01613858  ,1,1700,1
2000-11-11,01620368  ,1,279,1
2000-11-11,01630015  ,21,11075,2
2000-11-11,01632927  ,1,144,1
2000-11-11,01634082  ,1,82,1
2000-11-11,01635614  ,1,39,1
2000-11-11,01638615  ,1,26,1
2000-11-11,01666724  ,2,140,1
2000-11-11,01667547  ,1,30,1
2000-11-11,01684032  ,1,85,1
2000-11-11,01687224  ,1,25,1
2000-11-11,01691337  ,1,139,1
2000-11-11,01694352  ,1,53,1
2000-11-11,01714616  ,1,59,1
2000-11-11,01714883  ,1,66,1
2000-11-11,01718454  ,1,22,1
2000-11-11,01728026  ,1,52,1
2000-11-11,01733624  ,1,129,1
2000-11-11,01733938  ,1,125,1
2000-11-11,01735819  ,31,26719,2
2000-11-11,01736298  ,1,33,1
2000-11-11,01741797  ,1,79,1
2000-11-11,01766004  ,1,35,1
2000-11-11,01768558  ,1,19,1
2000-11-11,01786149  ,1,107,1
2000-11-11,01846003  ,1,19,1
2000-11-11,01847062  ,2,30,1
2000-11-11,01849165  ,1,59,1
2000-11-11,01867510  ,2,98,1
2000-11-11,01907193  ,1,179,1
2000-11-11,01941388  ,1,28,1
2000-11-11,01948073  ,1,28,1
2000-11-11,02009001  ,2,30,1
2000-11-11,02011493  ,1,42,1
2000-11-11,02030401  ,1,50,1
2000-11-11,02030968  ,2,146,1
2000-11-11,02046419  ,1,18,1
2000-11-11,02047935  ,1,81,1
2000-11-11,02050638  ,2,106,1
2000-11-11,02084220  ,1,53,1
2000-11-11,02097657  ,1,65,1
2000-11-11,02098883  ,1,109,1
2000-11-11,02103884  ,1,155,1
2000-11-11,02121901  ,1,222,1
2000-11-11,02131597  ,1,42,1
2000-11-11,02149097  ,1,107,1
2000-11-11,02157467  ,4,36,1
2000-11-12,00059831  ,1,23,1
2000-11-12,00070621  ,41,10426,2
2000-11-12,00070669  ,1,209,1
2000-11-12,00075879  ,1,12,1
2000-11-12,00089517  ,1,92,1
2000-11-12,00133265  ,1,58,1
2000-11-12,00136273  ,1,28,1
2000-11-12,00140607  ,2,212,1
2000-11-12,00288149  ,2,138,1
2000-11-12,00309486  ,1,115,1
2000-11-12,00347877  ,6,906,1
2000-11-12,00355537  ,1,105,1
2000-11-12,00379144  ,1,75,1
2000-11-12,00415408  ,1,64,1
2000-11-12,00425964  ,2,30,1
2000-11-12,00545747  ,2,30,1
2000-11-12,00556354  ,1,83,1
2000-11-12,00558723  ,2,100,1
2000-11-12,00578240  ,1,18,1
2000-11-12,00654241  ,11,7278,2
2000-11-12,00660082  ,1,100,1
2000-11-12,00778091  ,3,315,1
2000-11-12,00778442  ,2,178,1
2000-11-12,00833974  ,1,32,1
2000-11-12,00845038  ,1,139,1
2000-11-12,00865166  ,1,99,1
2000-11-12,00897075  ,1,22,1
2000-11-12,00974264  ,1,90,1
2000-11-12,01035292  ,2,30,1
2000-11-12,01098143  ,1,59,1
2000-11-12,01239461  ,1,179,1
2000-11-12,01317770  ,1,72,1
2000-11-12,01328912  ,1,18,1
2000-11-12,01359015  ,1,252,1
2000-11-12,01404876  ,1,156,1
2000-11-12,01409734  ,1,892,1
2000-11-12,01429510  ,1,120,1
2000-11-12,01436365  ,1,74,1
2000-11-12,01441611  ,1,42,1
2000-11-12,01448375  ,1,66,1
2000-11-12,01451115  ,1,40,1
2000-11-12,01457094  ,1,32,1
2000-11-12,01465341  ,1,53,1
2000-11-12,01482591  ,2,56,1
2000-11-12,01507218  ,1,37,1
2000-11-12,01514667  ,1,35,1
2000-11-12,01531008  ,11,2418,2
2000-11-12,01533286  ,1,71,1
2000-11-12,01534740  ,2,30,1
2000-11-12,01547696  ,2,84,1
2000-11-12,01562460  ,1,45,1
2000-11-12,01569940  ,1,36,1
2000-11-12,01570182  ,2,232,1
2000-11-12,01573183  ,2,16,1
2000-11-12,01573855  ,1,211,1
2000-11-12,01577211  ,1,138,1
2000-11-12,01590104  ,2,252,1
2000-11-12,01595246  ,11,419149,2
2000-11-12,01601206  ,1,58,1
2000-11-12,01605198  ,1,96,1
2000-11-12,01605662  ,2,30,1
2000-11-12,01606621  ,6,135,1
2000-11-12,01610161  ,1,19,1
2000-11-12,01617269  ,1,15,1
2000-11-12,01618761  ,2,34,1
2000-11-12,01622515  ,1,55,1
2000-11-12,01636956  ,1,66,1
2000-11-12,01640878  ,1,89,1
2000-11-12,01648416  ,1,206,1
2000-11-12,01650792  ,1,80,1
2000-11-12,01659900  ,1,79,1
2000-11-12,01660036  ,2,78,1
2000-11-12,01663068  ,12,168198,2
2000-11-12,01676044  ,1,116,1
2000-11-12,01722130  ,1,104,1
2000-11-12,01726404  ,1,37,1
2000-11-12,01728545  ,1,55,1
2000-11-12,01736021  ,1,71,1
2000-11-12,01741858  ,2,70,1
2000-11-12,01752069  ,1,49,1
2000-11-12,01754780  ,1,45,1
2000-11-12,01756357  ,1,65,1
2000-11-12,01765397  ,1,25,1
2000-11-12,01765809  ,1,155,1
2000-11-12,01768657  ,1,199,1
2000-11-12,01770629  ,2,130,1
2000-11-12,01772364  ,10,80,1
2000-11-12,01788266  ,1,79,1
2000-11-12,01797480  ,1,35,1
2000-11-12,01798074  ,1,99,1
2000-11-12,01807615  ,1,85,1
2000-11-12,01826517  ,1,44,1
2000-11-12,01846669  ,2,270,1
2000-11-12,01860177  ,1,324,1
2000-11-12,01873269  ,1,158,1
2000-11-12,01899801  ,1,48,1
2000-11-12,01902563  ,1,139,1
2000-11-12,01930566  ,1,20,1
2000-11-12,01945959  ,1,209,1
2000-11-12,01971644  ,2,30,1
2000-11-12,01985542  ,2,270,1
2000-11-12,02005362  ,1,135,1
2000-11-12,02006376  ,1,119,1
2000-11-12,02011387  ,2,63,1
2000-11-12,02035406  ,2,164,1
2000-11-12,02037585  ,1,113,1
2000-11-12,02043432  ,1,15,1
2000-11-12,02066196  ,1,202,1
2000-11-12,02068718  ,1,159,1
2000-11-12,02079486  ,1,122,1
2000-11-12,02090818  ,1,607,1
2000-11-12,02091334  ,1,150,1
2000-11-12,02094069  ,1,69,1
2000-11-12,02098128  ,1,19,1
2000-11-12,02110684  ,1,25,1
2000-11-12,02113500  ,1,69,1
2000-11-12,02114910  ,1,1170,1
2000-11-12,02126517  ,1,19,1
2000-11-12,02127125  ,1,43,1
2000-11-12,02131115  ,1,404,1
2000-11-12,02136547  ,1,145,1
2000-11-12,02140995  ,1,95,1
2000-11-12,02145068  ,2,90,1
2000-11-12,02150482  ,1,59,1
2000-11-12,02150758  ,1,139,1
2000-11-12,02156750  ,2,258,1
2000-11-12,02157979  ,1,939,1
2000-11-12,02158129  ,1,85,1
2000-11-13,00321709  ,1,65,1
2000-11-13,00328548  ,1,98,1
2000-11-13,00364881  ,2,42,1
2000-11-13,00522427  ,3,84,1
2000-11-13,00540711  ,1,171,1
2000-11-13,00635677  ,1,35,1
2000-11-13,00663489  ,1,68,1
2000-11-13,00698269  ,1,130,1
2000-11-13,00929707  ,1,14,1
2000-11-13,00941167  ,1,29,1
2000-11-13,01093773  ,1,309,1
2000-11-13,01216783  ,1,9,1
2000-11-13,01345292  ,1,89,1
2000-11-13,01444872  ,1,60,1
2000-11-13,01457926  ,1,43,1
2000-11-13,01533286  ,1,125,1
2000-11-13,01544541  ,1,25,1
2000-11-13,01583670  ,1,19,1
2000-11-13,01587722  ,4,36,1
2000-11-13,01632224  ,1,71,1
2000-11-13,01648065  ,6,270,1
2000-11-13,01651331  ,11,10975,2
2000-11-13,01653212  ,1,55,1
2000-11-13,01653946  ,1,49,1
2000-11-13,01667547  ,1,23,1
2000-11-13,01669893  ,1,55,1
2000-11-13,01680324  ,1,229,1
2000-11-13,01682403  ,1,45,1
2000-11-13,01713619  ,3,447,1
2000-11-13,01750713  ,1,13,1
2000-11-13,01767674  ,1,97,1
2000-11-13,01768077  ,1,119,1
2000-11-13,01833546  ,1,55,1
2000-11-13,01838138  ,1,42,1
2000-11-13,01845495  ,1,98,1
2000-11-13,01848687  ,121,6816220,3
2000-11-13,01876765  ,1,115,1
2000-11-13,01877892  ,3,585,1
2000-11-13,01959994  ,1,24,1
2000-11-13,01964172  ,2,390,1
2000-11-13,01975963  ,11,95475,2
2000-11-13,01976847  ,1,290,1
2000-11-13,02006277  ,1,38,1
2000-11-13,02050638  ,1,17,1
2000-11-13,02115207  ,2,70,1
2000-11-13,02151847  ,1,16,1
2000-11-14,00047722  ,1,249,1
2000-11-14,00170734  ,2,316,1
2000-11-14,00197786  ,11,142238,2
2000-11-14,00245456  ,1,32,1
2000-11-14,00292306  ,1,39,1
2000-11-14,00322720  ,1,153,1
2000-11-14,00326438  ,1,45,1
2000-11-14,00423403  ,1,47,1
2000-11-14,00644020  ,2,106,1
2000-11-14,00838115  ,1,40,1
2000-11-14,00931212  ,11,4229,2
2000-11-14,00941440  ,1,32,1
2000-11-14,00942515  ,1,89,1
2000-11-14,00943284  ,1,28,1
2000-11-14,01006322  ,1,57,1
2000-11-14,01109597  ,1,69,1
2000-11-14,01196276  ,2,56,1
2000-11-14,01272475  ,1,19,1
2000-11-14,01282375  ,1,107,1
2000-11-14,01289244  ,1,448,1
2000-11-14,01383966  ,1,224,1
2000-11-14,01384758  ,1,152,1
2000-11-14,01423068  ,11,4242,2
2000-11-14,01438581  ,1,32,1
2000-11-14,01450545  ,1,25,1
2000-11-14,01454581  ,1,26,1
2000-11-14,01465815  ,1,67,1
2000-11-14,01481082  ,1,20,1
2000-11-14,01509366  ,1,32,1
2000-11-14,01590777  ,1,567,1
2000-11-14,01624304  ,2,318,1
2000-11-14,01638080  ,1,265,1
2000-11-14,01662337  ,5,365,1
2000-11-14,01675832  ,1,14,1
2000-11-14,01698466  ,1,82,1
2000-11-14,01708967  ,1,71,1
2000-11-14,01717266  ,2,98,1
2000-11-14,01755039  ,2,138,1
2000-11-14,01759044  ,1,58,1
2000-11-14,01773330  ,1,40,1
2000-11-14,01842463  ,1,535,1
2000-11-14,01846812  ,1,17,1
2000-11-14,01867268  ,1,70,1
2000-11-14,01872958  ,1,314,1
2000-11-14,01950830  ,1,89,1
2000-11-14,01966473  ,1,38,1
2000-11-14,02034072  ,1,159,1
2000-11-14,02043326  ,21,5610,2
2000-11-14,02046761  ,1,56,1
2000-11-14,02070964  ,1,29,1
2000-11-14,02092720  ,1,32,1
2000-11-14,02157795  ,1,50,1
2000-11-15,00091343  ,2,390,1
2000-11-15,00116893  ,2,78,1
2000-11-15,00161886  ,1,89,1
2000-11-15,00196666  ,1,49,1
2000-11-15,00198127  ,1,94,1
2000-11-15,00199056  ,1,176,1
2000-11-15,00388306  ,1,126,1
2000-11-15,00674720  ,1,38,1
2000-11-15,00821278  ,2,92,1
2000-11-15,00831383  ,1,161,1
2000-11-15,00905930  ,1,89,1
2000-11-15,00997119  ,1,9,1
2000-11-15,01124439  ,1,85,1
2000-11-15,01213379  ,1,47,1
2000-11-15,01213409  ,2,50,1
2000-11-15,01397161  ,1,79,1
2000-11-15,01417814  ,1,40,1
2000-11-15,01429213  ,1,56,1
2000-11-15,01480245  ,1,99,1
2000-11-15,01496413  ,3,213,1
2000-11-15,01523195  ,1,38,1
2000-11-15,01554694  ,4,112,1
2000-11-15,01650525  ,3,57,1
2000-11-15,01670424  ,1,44,1
2000-11-15,01731712  ,1,355,1
2000-11-15,01736892  ,1,38,1
2000-11-15,01737264  ,1,224,1
2000-11-15,01806960  ,1,25,1
2000-11-15,01832471  ,1,89,1
2000-11-15,01883619  ,3,51,1
2000-11-15,01892888  ,1,550,1
2000-11-15,01907520  ,11,2399,2
2000-11-15,01917376  ,1,29,1
2000-11-15,01921557  ,1,129,1
2000-11-15,01933567  ,1,105,1
2000-11-15,01946659  ,2,49,1
2000-11-15,01997255  ,1,125,1
2000-11-15,02054988  ,2,4980,1
2000-11-15,02067421  ,1,175,1
2000-11-15,02115771  ,2,50,1
2000-11-15,02126302  ,1,24,1
2000-11-15,02131054  ,1,132,1
2000-11-15,02153834  ,1,179,1
2000-11-16,00027199  ,2,164,1
2000-11-16,00043472  ,2,67,1
2000-11-16,00083010  ,1,199,1
2000-11-16,00307451  ,1,45,1
2000-11-16,00660396  ,1,50,1
2000-11-16,00711388  ,1,114,1
2000-11-16,00814928  ,1,149,1
2000-11-16,00904445  ,1,89,1
2000-11-16,00912877  ,1,58,1
2000-11-16,01039221  ,1,44,1
2000-11-16,01249620  ,1,43,1
2000-11-16,01355949  ,2,98,1
2000-11-16,01521573  ,1,9,1
2000-11-16,01528749  ,1,79,1
2000-11-16,01555783  ,1,40,1
2000-11-16,01589849  ,3,66,1
2000-11-16,01607659  ,1,82,1
2000-11-16,01615159  ,1,129,1
2000-11-16,01615319  ,1,44,1
2000-11-16,01617467  ,1,54,1
2000-11-16,01651331  ,1,269,1
2000-11-16,01698206  ,1,68,1
2000-11-16,01700282  ,4,168,1
2000-11-16,01727944  ,1,47,1
2000-11-16,01731415  ,1,96,1
2000-11-16,01758870  ,1,75,1
2000-11-16,01811285  ,1,39,1
2000-11-16,01814118  ,1,69,1
2000-11-16,01846652  ,1,63,1
2000-11-16,01855463  ,1,23,1
2000-11-16,01872668  ,21,1455,2
2000-11-16,01998368  ,1,376,1
2000-11-16,02031958  ,1,78,1
2000-11-16,02048727  ,1,34,1
2000-11-16,02068817  ,1,130,1
2000-11-16,02086675  ,1,72,1
2000-11-16,02089201  ,2,192,1
2000-11-16,02097756  ,1,199,1
2000-11-16,02118116  ,4,584,1
2000-11-16,02129921  ,1,89,1
2000-11-16,02131276  ,6,352,1
2000-11-16,02134055  ,13,3876,2
2000-11-16,02158785  ,1,89,1
2000-11-17,00025683  ,1,61,1
2000-11-17,00070584  ,1,359,1
2000-11-17,00155182  ,2,76,1
2000-11-17,00194921  ,1,71,1
2000-11-17,00235587  ,1,75,1
2000-11-17,00301473  ,1,199,1
2000-11-17,00302647  ,1,125,1
2000-11-17,00321396  ,1,58,1
2000-11-17,00426848  ,3,180,1
2000-11-17,00500692  ,1,160,1
2000-11-17,00569583  ,1,115,1
2000-11-17,00695091  ,1,125,1
2000-11-17,00758994  ,1,25,1
2000-11-17,00828499  ,1,161,1
2000-11-17,00858038  ,1,52,1
2000-11-17,01281477  ,1,115,1
2000-11-17,01401141  ,1,98,1
2000-11-17,01429510  ,1,36,1
2000-11-17,01534535  ,1,44,1
2000-11-17,01535099  ,1,259,1
2000-11-17,01556629  ,2,160,1
2000-11-17,01622737  ,1,169,1
2000-11-17,01624519  ,1,62,1
2000-11-17,01686388  ,1,38,1
2000-11-17,01706642  ,4,644,1
2000-11-17,01713800  ,1,3590,1
2000-11-17,01766219  ,1,35,1
2000-11-17,01807967  ,1,189,1
2000-11-17,01828542  ,4,68,1
2000-11-17,01846195  ,1,43,1
2000-11-17,01846553  ,1,37,1
2000-11-17,01896565  ,1,85,1
2000-11-17,01915914  ,11,12969,2
2000-11-17,01945409  ,1,58,1
2000-11-17,01987324  ,1,125,1
2000-11-17,02015897  ,1,508,1
2000-11-17,02038889  ,21,3843,2
2000-11-17,02112572  ,1,108,1
2000-11-17,02125596  ,1,82,1
2000-11-17,02135755  ,1,24,1
2000-11-17,02144702  ,1,38,1
2000-11-17,02159010  ,2,52,1
2000-11-18,00028592  ,1,99,1
2000-11-18,00030267  ,1,147,1
2000-11-18,00045377  ,2,80,1
2000-11-18,00052917  ,1,25,1
2000-11-18,00078771  ,1,445,1
2000-11-18,00118194  ,1,22,1
2000-11-18,00136334  ,1,167,1
2000-11-18,00159746  ,1,109,1
2000-11-18,00197700  ,1,119,1
2000-11-18,00204255  ,1,128,1
2000-11-18,00229241  ,1,50,1
2000-11-18,00380942  ,1,67,1
2000-11-18,00409841  ,1,48,1
2000-11-18,00423304  ,1,69,1
2000-11-18,00573450  ,1,82,1
2000-11-18,00575911  ,1,89,1
2000-11-18,00582834  ,1,45,1
2000-11-18,00592673  ,1,47,1
2000-11-18,00664417  ,1,143,1
2000-11-18,00677509  ,1,50,1
2000-11-18,00710220  ,1,113,1
2000-11-18,00778718  ,1,78,1
2000-11-18,00887410  ,1,59,1
2000-11-18,00891691  ,1,139,1
2000-11-18,00905954  ,1,83,1
2000-11-18,00917476  ,1,98,1
2000-11-18,00942218  ,1,80,1
2000-11-18,00978316  ,1,49,1
2000-11-18,01021172  ,2,310,1
2000-11-18,01166507  ,1,49,1
2000-11-18,01186406  ,1,155,1
2000-11-18,01252774  ,1,59,1
2000-11-18,01323955  ,1,134,1
2000-11-18,01349559  ,1,84,1
2000-11-18,01353464  ,1,116,1
2000-11-18,01476644  ,1,32,1
2000-11-18,01503647  ,1,13,1
2000-11-18,01510805  ,1,99,1
2000-11-18,01530162  ,1,199,1
2000-11-18,01536416  ,1,38,1
2000-11-18,01579802  ,1,19,1
2000-11-18,01638950  ,1,52,1
2000-11-18,01658118  ,1,419,1
2000-11-18,01671186  ,1,55,1
2000-11-18,01702699  ,1,235,1
2000-11-18,01723151  ,1,208,1
2000-11-18,01724752  ,1,27,1
2000-11-18,01728392  ,1,25,1
2000-11-18,01758030  ,1,34,1
2000-11-18,01759778  ,1,22,1
2000-11-18,01762266  ,1,59,1
2000-11-18,01762983  ,1,26,1
2000-11-18,01768206  ,1,48,1
2000-11-18,01771077  ,1,75,1
2000-11-18,01810981  ,11,1452,2
2000-11-18,01896572  ,1,113,1
2000-11-18,01918106  ,2,1238,1
2000-11-18,01934205  ,1,170,1
2000-11-18,01960648  ,11,15125,2
2000-11-18,01986259  ,1,69,1
2000-11-18,01995640  ,1,699,1
2000-11-18,01998931  ,1,30,1
2000-11-18,02027418  ,1,68,1
2000-11-18,02038971  ,1,75,1
2000-11-18,02048710  ,1,28,1
2000-11-18,02054056  ,1,67,1
2000-11-18,02088372  ,1,88,1
2000-11-18,02105475  ,1,116,1
2000-11-18,02105864  ,1,143,1
2000-11-18,02113968  ,1,85,1
2000-11-18,02132013  ,1,72,1
2000-11-18,02158693  ,1,99,1
2000-11-18,02159324  ,1,80,1
2000-11-19,00023078  ,1,165,1
2000-11-19,00049122  ,1,58,1
2000-11-19,00074209  ,1,33,1
2000-11-19,00074704  ,2,50,1
2000-11-19,00151269  ,1,34,1
2000-11-19,00172042  ,1,42,1
2000-11-19,00266444  ,1,92,1
2000-11-19,00340670  ,1,129,1
2000-11-19,00397568  ,1,45,1
2000-11-19,00426381  ,1,25,1
2000-11-19,00426459  ,11,13245,2
2000-11-19,00426503  ,1,225,1
2000-11-19,00462365  ,2,150,1
2000-11-19,00470865  ,1,49,1
2000-11-19,00527163  ,1,62,1
2000-11-19,00535182  ,1,1125,1
2000-11-19,00539166  ,1,115,1
2000-11-19,00558082  ,1,104,1
2000-11-19,00642866  ,2,298,1
2000-11-19,00724180  ,1,89,1
2000-11-19,00782203  ,1,98,1
2000-11-19,00920155  ,1,38,1
2000-11-19,00935111  ,1,149,1
2000-11-19,00950190  ,1,88,1
2000-11-19,00957250  ,1,25,1
2000-11-19,00963848  ,1,34,1
2000-11-19,00964050  ,1,38,1
2000-11-19,01028225  ,1,87,1
2000-11-19,01037609  ,2,40,1
2000-11-19,01045833  ,1,32,1
2000-11-19,01077186  ,1,1950,1
2000-11-19,01132656  ,1,39,1
2000-11-19,01157406  ,2,238,1
2000-11-19,01187137  ,11,8094,2
2000-11-19,01193787  ,1,22,1
2000-11-19,01194951  ,2,56,1
2000-11-19,01198454  ,1,76,1
2000-11-19,01212235  ,1,34,1
2000-11-19,01238082  ,1,89,1
2000-11-19,01319743  ,1,43,1
2000-11-19,01388305  ,1,72,1
2000-11-19,01398816  ,2,80,1
2000-11-19,01423860  ,1,99,1
2000-11-19,01424713  ,2,42,1
2000-11-19,01432442  ,1,76,1
2000-11-19,01465761  ,1,63,1
2000-11-19,01467710  ,1,106,1
2000-11-19,01470628  ,1,77,1
2000-11-19,01483611  ,1,62,1
2000-11-19,01486933  ,1,14,1
2000-11-19,01492576  ,1,80,1
2000-11-19,01505368  ,1,355,1
2000-11-19,01514360  ,1,162,1
2000-11-19,01528817  ,1,369,1
2000-11-19,01530971  ,2,170,1
2000-11-19,01536935  ,1,134,1
2000-11-19,01545005  ,1,98,1
2000-11-19,01575057  ,12,9394,2
2000-11-19,01586282  ,1,24,1
2000-11-19,01588750  ,1,110,1
2000-11-19,01596373  ,1,60,1
2000-11-19,01603750  ,1,35,1
2000-11-19,01604672  ,5,58,1
2000-11-19,01619140  ,1,170,1
2000-11-19,01632286  ,1,85,1
2000-11-19,01636246  ,1,44,1
2000-11-19,01636413  ,1,51,1
2000-11-19,01637274  ,1,41,1
2000-11-19,01641240  ,1,62,1
2000-11-19,01644333  ,1,242,1
2000-11-19,01659924  ,2,22,1
2000-11-19,01669978  ,1,45,1
2000-11-19,01716382  ,1,92,1
2000-11-19,01729887  ,1,25,1
2000-11-19,01747645  ,1,55,1
2000-11-19,01756821  ,1,28,1
2000-11-19,01762259  ,11,4458,2
2000-11-19,01764802  ,1,79,1
2000-11-19,01764895  ,1,74,1
2000-11-19,01783858  ,1,199,1
2000-11-19,01784244  ,1,37,1
2000-11-19,01803952  ,1,95,1
2000-11-19,01811346  ,1,40,1
2000-11-19,01825404  ,1,56,1
2000-11-19,01846553  ,1,118,1
2000-11-19,01846676  ,2,112,1
2000-11-19,01872729  ,3,297,1
2000-11-19,01892383  ,1,1256,1
2000-11-19,01917581  ,2,70,1
2000-11-19,01928105  ,1,160,1
2000-11-19,01934168  ,1,35,1
2000-11-19,01935936  ,1,72,1
2000-11-19,01959970  ,1,94,1
2000-11-19,01983937  ,1,126,1
2000-11-19,02003825  ,1,27,1
2000-11-19,02012810  ,1,22,1
2000-11-19,02016948  ,1,55,1
2000-11-19,02057835  ,1,59,1
2000-11-19,02071985  ,1,38,1
2000-11-19,02085876  ,1,62,1
2000-11-19,02098333  ,1,33,1
2000-11-19,02099446  ,1,75,1
2000-11-19,02102375  ,1,230,1
2000-11-19,02115023  ,1,34,1
2000-11-19,02133010  ,1,139,1
2000-11-19,02133638  ,1,59,1
2000-11-19,02142616  ,1,107,1
2000-11-19,02146676  ,1,29,1
2000-11-19,02150208  ,2,68,1
2000-11-19,02153025  ,2,198,1
2000-11-19,02154787  ,1,29,1
2000-11-19,02157146  ,1,269,1
2000-11-19,02159416  ,1,46,1
2000-11-19,02159508  ,1,65,1
2000-11-20,00194921  ,3,54,1
2000-11-20,00205771  ,1,27,1
2000-11-20,00235761  ,1,53,1
2000-11-20,00582261  ,1,58,1
2000-11-20,00768795  ,1,15,1
2000-11-20,00982863  ,1,115,1
2000-11-20,01012392  ,1,59,1
2000-11-20,01034677  ,1,105,1
2000-11-20,01044997  ,1,105,1
2000-11-20,01045147  ,1,180,1
2000-11-20,01122022  ,1,109,1
2000-11-20,01173154  ,1,105,1
2000-11-20,01400663  ,1,425,1
2000-11-20,01414240  ,1,224,1
2000-11-20,01432114  ,1,25,1
2000-11-20,01459302  ,2,72,1
2000-11-20,01476316  ,1,145,1
2000-11-20,01477832  ,1,171,1
2000-11-20,01534092  ,11,379189,2
2000-11-20,01540390  ,1,152,1
2000-11-20,01579727  ,1,49,1
2000-11-20,01594461  ,3,71,1
2000-11-20,01594553  ,1,41,1
2000-11-20,01600001  ,1,89,1
2000-11-20,01627367  ,1,117,1
2000-11-20,01643381  ,1,113,1
2000-11-20,01677317  ,1,71,1
2000-11-20,01708325  ,1,38,1
2000-11-20,01713985  ,1,48,1
2000-11-20,01751253  ,1,25,1
2000-11-20,01779295  ,1,22,1
2000-11-20,01799552  ,2,50,1
2000-11-20,01810240  ,1,169,1
2000-11-20,01858303  ,1,171,1
2000-11-20,01869163  ,1,36,1
2000-11-20,01899771  ,1,19,1
2000-11-20,01900071  ,1,45,1
2000-11-20,01903294  ,1,89,1
2000-11-20,01912982  ,1,720,1
2000-11-20,01980387  ,1,359,1
2000-11-20,02005515  ,5,105,1
2000-11-20,02012797  ,1,25,1
2000-11-20,02134031  ,1,67,1
2000-11-21,00039550  ,1,98,1
2000-11-21,00072045  ,1,72,1
2000-11-21,00217538  ,1,65,1
2000-11-21,00219389  ,1,66,1
2000-11-21,00770460  ,1,44,1
2000-11-21,00770910  ,1,28,1
2000-11-21,00797405  ,1,19,1
2000-11-21,00906784  ,1,99,1
2000-11-21,00936057  ,1,25,1
2000-11-21,00973953  ,1,25,1
2000-11-21,00988360  ,1,32,1
2000-11-21,01025712  ,1,48,1
2000-11-21,01040333  ,2,97,1
2000-11-21,01056396  ,1,99,1
2000-11-21,01159486  ,1,80,1
2000-11-21,01335668  ,1,32,1
2000-11-21,01401141  ,1,243,1
2000-11-21,01441031  ,1,89,1
2000-11-21,01466362  ,1,155,1
2000-11-21,01549836  ,1,116,1
2000-11-21,01561548  ,1,99,1
2000-11-21,01608687  ,1,42,1
2000-11-21,01615883  ,2,58,1
2000-11-21,01631036  ,14,99516,2
2000-11-21,01725728  ,1,89,1
2000-11-21,01732320  ,1,185,1
2000-11-21,01734409  ,1,80,1
2000-11-21,01738667  ,2,104,1
2000-11-21,01808155  ,1,115,1
2000-11-21,01815023  ,2,104,1
2000-11-21,01840698  ,2,52,1
2000-11-21,01848434  ,2,36,1
2000-11-21,01856521  ,1,75,1
2000-11-21,01900309  ,3,39,1
2000-11-21,01973884  ,1,88,1
2000-11-21,01992465  ,2,94,1
2000-11-21,02006628  ,1,42,1
2000-11-21,02047942  ,5,136,1
2000-11-21,02055206  ,1,99,1
2000-11-21,02063706  ,2,441,1
2000-11-21,02081434  ,2,104,1
2000-11-21,02115306  ,1,48,1
2000-11-21,02156415  ,1,48,1
2000-11-22,00084697  ,2,18,1
2000-11-22,00445481  ,2,18,1
2000-11-22,00538787  ,1,89,1
2000-11-22,00916301  ,1,41,1
2000-11-22,00922364  ,2,118,1
2000-11-22,01022582  ,2,32,1
2000-11-22,01044485  ,1,97,1
2000-11-22,01062489  ,6,870,1
2000-11-22,01075229  ,1,123,1
2000-11-22,01095425  ,1,134,1
2000-11-22,01139549  ,1,142,1
2000-11-22,01256376  ,1,59,1
2000-11-22,01260854  ,1,209,1
2000-11-22,01282375  ,1,22,1
2000-11-22,01313611  ,2,798,1
2000-11-22,01347197  ,1,59,1
2000-11-22,01354737  ,4,236,1
2000-11-22,01359015  ,1,62,1
2000-11-22,01383065  ,1,43,1
2000-11-22,01414004  ,1,125,1
2000-11-22,01447330  ,2,106,1
2000-11-22,01454246  ,12,13886,2
2000-11-22,01474893  ,2,98,1
2000-11-22,01485318  ,1,235,1
2000-11-22,01501537  ,1,99,1
2000-11-22,01513981  ,1,35,1
2000-11-22,01528381  ,4,376,1
2000-11-22,01557503  ,1,25,1
2000-11-22,01558418  ,1,44,1
2000-11-22,01575927  ,1,22,1
2000-11-22,01587685  ,1,84,1
2000-11-22,01595468  ,22,78104,2
2000-11-22,01595659  ,2,310,1
2000-11-22,01596984  ,12,4347,2
2000-11-22,01597868  ,1,85,1
2000-11-22,01601411  ,1,86,1
2000-11-22,01617245  ,1,215,1
2000-11-22,01632811  ,1,115,1
2000-11-22,01654509  ,1,26,1
2000-11-22,01696103  ,1,205,1
2000-11-22,01696509  ,12,300,1
2000-11-22,01720006  ,1,40,1
2000-11-22,01730555  ,2,48,1
2000-11-22,01732481  ,4,2612,1
2000-11-22,01739978  ,11,5184,2
2000-11-22,01777321  ,2,116,1
2000-11-22,01779554  ,1,30,1
2000-11-22,01846607  ,1,1094,1
2000-11-22,01846812  ,2,18,1
2000-11-22,01854664  ,1,65,1
2000-11-22,01908176  ,1,25,1
2000-11-22,01949018  ,1,79,1
2000-11-22,01973259  ,1,78,1
2000-11-22,01984828  ,2,376,1
2000-11-22,02027166  ,1,88,1
2000-11-22,02027234  ,2,290,1
2000-11-22,02040677  ,1,39,1
